broker_id,broker_name,broker_created_date,corporation_id,corporation_name,corporation_comments,client_id,client_name,client_address,transaction_id,transaction_date,investment_amount
44,Wall Street Assets Group 44,2003-05-31,348,RetailFlow Corp 48,Risk profile: High,880,Investor C80,"257 Financial Way, Tower 2",10475,2025-11-07,40156.83
46,Wall Street Assets Group 46,2011-06-11,324,BioGen Corp 24,Risk profile: Low,806,Investor G6,"798 Financial Way, Tower 1",10476,2025-04-28,24899.39
77,Global Investments Group 77,1994-04-25,392,HeavyIndustries Corp 92,Risk profile: Low,892,Investor O92,"90 Financial Way, Tower 2",10477,2025-06-06,17092.54
72,Prime Brokers Group 72,1992-10-04,376,TechLogix Corp 76,Risk profile: High,897,Investor T97,"647 Financial Way, Tower 5",10478,2025-12-17,42630.26
70,Apex Securities Group 70,2017-03-01,357,BioGen Corp 57,Risk profile: High,889,Investor L89,"58 Financial Way, Tower 3",10479,2025-11-14,2408.47
93,Nordic Capital Group 93,2007-11-07,385,SoftSystems Corp 85,Risk profile: High,864,Investor M64,"892 Financial Way, Tower 2",10480,2025-03-19,2699.04
2,Prime Brokers Group 2,2013-04-06,322,SoftSystems Corp 22,Risk profile: Low,878,Investor A78,"371 Financial Way, Tower 3",10481,2025-04-04,15029.08
12,Prime Brokers Group 12,1998-04-07,365,TechLogix Corp 65,Risk profile: High,824,Investor Y24,"94 Financial Way, Tower 5",10482,2025-11-24,33078.01
18,Nordic Capital Group 18,2019-04-07,359,HeavyIndustries Corp 59,Risk profile: Low,849,Investor X49,"507 Financial Way, Tower 2",10483,2025-04-01,5264.73
82,Wall Street Assets Group 82,2001-06-13,323,SoftSystems Corp 23,Risk profile: Medium,847,Investor V47,"312 Financial Way, Tower 1",10484,2025-05-09,12030.82
59,Nordic Capital Group 59,2003-06-19,360,BioGen Corp 60,Risk profile: Low,878,Investor A78,"371 Financial Way, Tower 3",10485,2025-01-01,34700.13
12,Prime Brokers Group 12,1998-04-07,315,SoftSystems Corp 15,Risk profile: Medium,898,Investor U98,"971 Financial Way, Tower 3",10486,2025-08-29,31593.67
4,Wall Street Assets Group 4,2015-05-01,314,HeavyIndustries Corp 14,Risk profile: Medium,898,Investor U98,"971 Financial Way, Tower 3",10487,2025-11-21,18196.51
44,Wall Street Assets Group 44,2003-05-31,341,HeavyIndustries Corp 41,Risk profile: Medium,855,Investor D55,"647 Financial Way, Tower 4",10488,2025-05-17,22901.45
26,Prime Brokers Group 26,2013-08-06,304,BioGen Corp 4,Risk profile: Medium,828,Investor C28,"610 Financial Way, Tower 3",10489,2025-01-04,7138.23
2,Prime Brokers Group 2,2013-04-06,356,HeavyIndustries Corp 56,Risk profile: Medium,853,Investor B53,"962 Financial Way, Tower 2",10490,2025-04-24,15980.3
90,Global Investments Group 90,2015-10-15,364,RetailFlow Corp 64,Risk profile: Medium,861,Investor J61,"701 Financial Way, Tower 3",10491,2025-01-11,19540.89
82,Wall Street Assets Group 82,2001-06-13,398,GreenEnergy Corp 98,Risk profile: Low,827,Investor B27,"316 Financial Way, Tower 3",10492,2025-08-05,37229.46
65,Prime Brokers Group 65,2001-12-16,337,TechLogix Corp 37,Risk profile: High,896,Investor S96,"613 Financial Way, Tower 1",10493,2025-07-03,10847.52
18,Nordic Capital Group 18,2019-04-07,359,HeavyIndustries Corp 59,Risk profile: Low,841,Investor P41,"24 Financial Way, Tower 3",10494,2025-03-16,30662.82
42,Apex Securities Group 42,2022-05-01,394,SoftSystems Corp 94,Risk profile: High,850,Investor Y50,"791 Financial Way, Tower 5",10495,2025-06-03,4952.49
41,Wall Street Assets Group 41,1999-01-03,374,GreenEnergy Corp 74,Risk profile: High,886,Investor I86,"513 Financial Way, Tower 1",10496,2025-07-03,31680.42
82,Wall Street Assets Group 82,2001-06-13,398,GreenEnergy Corp 98,Risk profile: Low,864,Investor M64,"892 Financial Way, Tower 2",10497,2025-06-04,5484.21
54,Wall Street Assets Group 54,2007-09-13,301,GreenEnergy Corp 1,Risk profile: High,887,Investor J87,"772 Financial Way, Tower 3",10498,2025-06-07,12721.61
60,Global Investments Group 60,2003-02-01,363,RetailFlow Corp 63,Risk profile: Medium,810,Investor K10,"616 Financial Way, Tower 3",10499,2025-08-10,9830.7
31,Apex Securities Group 31,2010-02-25,351,TechLogix Corp 51,Risk profile: High,804,Investor E4,"755 Financial Way, Tower 4",10500,2025-12-26,31711.23
62,Apex Securities Group 62,2002-09-27,382,RetailFlow Corp 82,Risk profile: High,821,Investor V21,"32 Financial Way, Tower 4",10501,2025-03-11,17719.9
85,Wall Street Assets Group 85,2007-02-16,317,TechLogix Corp 17,Risk profile: High,831,Investor F31,"372 Financial Way, Tower 2",10502,2025-07-18,38308.46
64,Prime Brokers Group 64,2012-01-07,340,BioGen Corp 40,Risk profile: High,882,Investor E82,"270 Financial Way, Tower 3",10503,2025-11-27,33489.37
15,Global Investments Group 15,2021-06-23,389,SoftSystems Corp 89,Risk profile: High,833,Investor H33,"949 Financial Way, Tower 4",10504,2025-01-08,10484.07
86,Wall Street Assets Group 86,1998-09-15,336,BioGen Corp 36,Risk profile: High,866,Investor O66,"796 Financial Way, Tower 1",10505,2025-08-01,39425.41
56,Nordic Capital Group 56,1992-07-12,335,BioGen Corp 35,Risk profile: High,859,Investor H59,"337 Financial Way, Tower 2",10506,2025-10-27,16489.7
24,Nordic Capital Group 24,1999-03-14,369,RetailFlow Corp 69,Risk profile: High,810,Investor K10,"616 Financial Way, Tower 3",10507,2025-12-17,36011.5
54,Wall Street Assets Group 54,2007-09-13,308,HeavyIndustries Corp 8,Risk profile: Medium,898,Investor U98,"971 Financial Way, Tower 3",10508,2025-07-10,20510.35
54,Wall Street Assets Group 54,2007-09-13,308,HeavyIndustries Corp 8,Risk profile: Medium,881,Investor D81,"498 Financial Way, Tower 2",10509,2025-05-16,14000.71
59,Nordic Capital Group 59,2003-06-19,360,BioGen Corp 60,Risk profile: Low,810,Investor K10,"616 Financial Way, Tower 3",10510,2025-03-18,44151.6
22,Nordic Capital Group 22,1991-10-29,334,HeavyIndustries Corp 34,Risk profile: Medium,879,Investor B79,"945 Financial Way, Tower 2",10511,2025-08-13,37096.66
29,Prime Brokers Group 29,2018-01-22,396,TechLogix Corp 96,Risk profile: Medium,811,Investor L11,"165 Financial Way, Tower 1",10512,2025-12-21,4316.14
28,Global Investments Group 28,2001-07-07,399,HeavyIndustries Corp 99,Risk profile: Medium,896,Investor S96,"613 Financial Way, Tower 1",10513,2025-10-28,43499.95
40,Global Investments Group 40,2006-11-23,378,RetailFlow Corp 78,Risk profile: Low,878,Investor A78,"371 Financial Way, Tower 3",10514,2025-05-25,30948.57
41,Wall Street Assets Group 41,1999-01-03,381,SoftSystems Corp 81,Risk profile: Medium,897,Investor T97,"647 Financial Way, Tower 5",10515,2025-12-02,27733.56
82,Wall Street Assets Group 82,2001-06-13,323,SoftSystems Corp 23,Risk profile: Medium,839,Investor N39,"511 Financial Way, Tower 1",10516,2025-06-17,11273.31
41,Wall Street Assets Group 41,1999-01-03,329,HeavyIndustries Corp 29,Risk profile: High,848,Investor W48,"369 Financial Way, Tower 1",10517,2025-01-17,38764.89
34,Prime Brokers Group 34,2010-08-31,313,RetailFlow Corp 13,Risk profile: Low,838,Investor M38,"276 Financial Way, Tower 2",10518,2025-08-12,34197.86
2,Prime Brokers Group 2,2013-04-06,356,HeavyIndustries Corp 56,Risk profile: Medium,864,Investor M64,"892 Financial Way, Tower 2",10519,2025-11-16,36140.03
11,Prime Brokers Group 11,2011-08-27,326,HeavyIndustries Corp 26,Risk profile: High,835,Investor J35,"539 Financial Way, Tower 5",10520,2025-07-03,28144.72
28,Global Investments Group 28,2001-07-07,309,TechLogix Corp 9,Risk profile: Low,842,Investor Q42,"226 Financial Way, Tower 3",10521,2025-02-08,37913.18
87,Wall Street Assets Group 87,2021-11-29,371,GreenEnergy Corp 71,Risk profile: High,877,Investor Z77,"306 Financial Way, Tower 5",10522,2025-01-08,9083.88
62,Apex Securities Group 62,2002-09-27,382,RetailFlow Corp 82,Risk profile: High,836,Investor K36,"263 Financial Way, Tower 3",10523,2025-07-15,10530.29
50,Apex Securities Group 50,2014-10-01,372,HeavyIndustries Corp 72,Risk profile: Medium,883,Investor F83,"34 Financial Way, Tower 4",10524,2025-03-30,31642.2
72,Prime Brokers Group 72,1992-10-04,376,TechLogix Corp 76,Risk profile: High,895,Investor R95,"963 Financial Way, Tower 3",10525,2025-12-08,18796.17
29,Prime Brokers Group 29,2018-01-22,396,TechLogix Corp 96,Risk profile: Medium,894,Investor Q94,"791 Financial Way, Tower 3",10526,2026-01-01,22274.54
82,Wall Street Assets Group 82,2001-06-13,373,TechLogix Corp 73,Risk profile: High,817,Investor R17,"509 Financial Way, Tower 3",10527,2025-12-01,18127.61
72,Prime Brokers Group 72,1992-10-04,376,TechLogix Corp 76,Risk profile: High,900,Investor W100,"386 Financial Way, Tower 1",10528,2025-11-23,20077.74
70,Apex Securities Group 70,2017-03-01,357,BioGen Corp 57,Risk profile: High,803,Investor D3,"148 Financial Way, Tower 4",10529,2025-08-18,3037.47
65,Prime Brokers Group 65,2001-12-16,337,TechLogix Corp 37,Risk profile: High,888,Investor K88,"497 Financial Way, Tower 1",10530,2025-11-06,26266.07
3,Prime Brokers Group 3,1997-07-28,345,TechLogix Corp 45,Risk profile: Low,885,Investor H85,"847 Financial Way, Tower 2",10531,2025-11-24,13464.33
17,Wall Street Assets Group 17,1990-07-18,383,SoftSystems Corp 83,Risk profile: Medium,887,Investor J87,"772 Financial Way, Tower 3",10532,2025-10-17,25790.6
54,Wall Street Assets Group 54,2007-09-13,301,GreenEnergy Corp 1,Risk profile: High,840,Investor O40,"838 Financial Way, Tower 1",10533,2025-05-25,41208.11
12,Prime Brokers Group 12,1998-04-07,365,TechLogix Corp 65,Risk profile: High,809,Investor J9,"879 Financial Way, Tower 2",10534,2025-12-06,7451.44
30,Prime Brokers Group 30,2003-05-29,380,HeavyIndustries Corp 80,Risk profile: Medium,866,Investor O66,"796 Financial Way, Tower 1",10535,2025-12-15,49937.73
95,Prime Brokers Group 95,2008-02-11,328,BioGen Corp 28,Risk profile: Medium,829,Investor D29,"64 Financial Way, Tower 2",10536,2025-11-11,21976.13
59,Nordic Capital Group 59,2003-06-19,360,BioGen Corp 60,Risk profile: Low,880,Investor C80,"257 Financial Way, Tower 2",10537,2025-04-06,5108.08
20,Apex Securities Group 20,2010-12-24,384,RetailFlow Corp 84,Risk profile: Low,838,Investor M38,"276 Financial Way, Tower 2",10538,2025-03-01,49034.39
95,Prime Brokers Group 95,2008-02-11,328,BioGen Corp 28,Risk profile: Medium,879,Investor B79,"945 Financial Way, Tower 2",10539,2025-08-06,2810.22
65,Prime Brokers Group 65,2001-12-16,337,TechLogix Corp 37,Risk profile: High,841,Investor P41,"24 Financial Way, Tower 3",10540,2025-12-29,40352.61
24,Nordic Capital Group 24,1999-03-14,369,RetailFlow Corp 69,Risk profile: High,881,Investor D81,"498 Financial Way, Tower 2",10541,2025-05-06,28996.91
77,Global Investments Group 77,1994-04-25,392,HeavyIndustries Corp 92,Risk profile: Low,881,Investor D81,"498 Financial Way, Tower 2",10542,2025-01-05,38930.79
73,Apex Securities Group 73,2006-05-24,350,TechLogix Corp 50,Risk profile: High,801,Investor B1,"567 Financial Way, Tower 4",10543,2025-02-04,39332.79
64,Prime Brokers Group 64,2012-01-07,344,SoftSystems Corp 44,Risk profile: Low,815,Investor P15,"601 Financial Way, Tower 4",10544,2025-10-24,8087.93
26,Prime Brokers Group 26,2013-08-06,304,BioGen Corp 4,Risk profile: Medium,867,Investor P67,"737 Financial Way, Tower 3",10545,2025-05-02,10546.82
82,Wall Street Assets Group 82,2001-06-13,373,TechLogix Corp 73,Risk profile: High,900,Investor W100,"386 Financial Way, Tower 1",10546,2025-06-08,7828.27
99,Prime Brokers Group 99,1998-11-02,395,HeavyIndustries Corp 95,Risk profile: Low,849,Investor X49,"507 Financial Way, Tower 2",10547,2025-11-21,19384.85
82,Wall Street Assets Group 82,2001-06-13,398,GreenEnergy Corp 98,Risk profile: Low,811,Investor L11,"165 Financial Way, Tower 1",10548,2025-11-16,25548.44
15,Global Investments Group 15,2021-06-23,389,SoftSystems Corp 89,Risk profile: High,849,Investor X49,"507 Financial Way, Tower 2",10549,2025-03-10,8094.7
71,Global Investments Group 71,1996-10-09,391,BioGen Corp 91,Risk profile: Low,888,Investor K88,"497 Financial Way, Tower 1",10550,2025-07-12,36460.66
26,Prime Brokers Group 26,2013-08-06,304,BioGen Corp 4,Risk profile: Medium,835,Investor J35,"539 Financial Way, Tower 5",10551,2025-11-24,3973.38
86,Wall Street Assets Group 86,1998-09-15,336,BioGen Corp 36,Risk profile: High,811,Investor L11,"165 Financial Way, Tower 1",10552,2025-08-14,29902.05
41,Wall Street Assets Group 41,1999-01-03,307,GreenEnergy Corp 7,Risk profile: Low,860,Investor I60,"833 Financial Way, Tower 4",10553,2025-12-13,38862.2
71,Global Investments Group 71,1996-10-09,342,RetailFlow Corp 42,Risk profile: High,838,Investor M38,"276 Financial Way, Tower 2",10554,2025-10-12,18137.84
54,Wall Street Assets Group 54,2007-09-13,301,GreenEnergy Corp 1,Risk profile: High,825,Investor Z25,"280 Financial Way, Tower 5",10555,2025-10-20,7549.51
50,Apex Securities Group 50,2014-10-01,372,HeavyIndustries Corp 72,Risk profile: Medium,827,Investor B27,"316 Financial Way, Tower 3",10556,2025-07-04,33506.99
41,Wall Street Assets Group 41,1999-01-03,374,GreenEnergy Corp 74,Risk profile: High,815,Investor P15,"601 Financial Way, Tower 4",10557,2025-05-02,4247.78
41,Wall Street Assets Group 41,1999-01-03,381,SoftSystems Corp 81,Risk profile: Medium,820,Investor U20,"934 Financial Way, Tower 4",10558,2025-05-30,2233.89
86,Wall Street Assets Group 86,1998-09-15,336,BioGen Corp 36,Risk profile: High,802,Investor C2,"242 Financial Way, Tower 2",10559,2025-11-17,45636.17
93,Nordic Capital Group 93,2007-11-07,385,SoftSystems Corp 85,Risk profile: High,844,Investor S44,"760 Financial Way, Tower 4",10560,2025-01-07,42773.62
2,Prime Brokers Group 2,2013-04-06,379,SoftSystems Corp 79,Risk profile: Medium,817,Investor R17,"509 Financial Way, Tower 3",10561,2025-09-12,41103.32
29,Prime Brokers Group 29,2018-01-22,396,TechLogix Corp 96,Risk profile: Medium,868,Investor Q68,"871 Financial Way, Tower 1",10562,2025-10-23,19946.43
70,Apex Securities Group 70,2017-03-01,366,BioGen Corp 66,Risk profile: High,840,Investor O40,"838 Financial Way, Tower 1",10563,2025-06-03,4769.96
62,Apex Securities Group 62,2002-09-27,382,RetailFlow Corp 82,Risk profile: High,871,Investor T71,"907 Financial Way, Tower 3",10564,2025-04-21,14956.67
40,Global Investments Group 40,2006-11-23,320,SoftSystems Corp 20,Risk profile: Medium,833,Investor H33,"949 Financial Way, Tower 4",10565,2025-10-01,12150.71
12,Prime Brokers Group 12,1998-04-07,315,SoftSystems Corp 15,Risk profile: Medium,861,Investor J61,"701 Financial Way, Tower 3",10566,2025-06-25,25323.98
85,Wall Street Assets Group 85,2007-02-16,375,HeavyIndustries Corp 75,Risk profile: Low,835,Investor J35,"539 Financial Way, Tower 5",10567,2025-05-26,45531.31
46,Wall Street Assets Group 46,2011-06-11,324,BioGen Corp 24,Risk profile: Low,843,Investor R43,"231 Financial Way, Tower 2",10568,2025-09-12,41673.29
70,Apex Securities Group 70,2017-03-01,358,RetailFlow Corp 58,Risk profile: Low,868,Investor Q68,"871 Financial Way, Tower 1",10569,2025-07-12,35136.98
97,Apex Securities Group 97,2013-01-25,347,GreenEnergy Corp 47,Risk profile: High,830,Investor E30,"505 Financial Way, Tower 1",10570,2025-06-14,22090.87
70,Apex Securities Group 70,2017-03-01,358,RetailFlow Corp 58,Risk profile: Low,882,Investor E82,"270 Financial Way, Tower 3",10571,2025-12-08,26027.94
20,Apex Securities Group 20,2010-12-24,384,RetailFlow Corp 84,Risk profile: Low,895,Investor R95,"963 Financial Way, Tower 3",10572,2025-03-17,17488.39
2,Prime Brokers Group 2,2013-04-06,379,SoftSystems Corp 79,Risk profile: Medium,896,Investor S96,"613 Financial Way, Tower 1",10573,2025-08-21,13353.43
70,Apex Securities Group 70,2017-03-01,357,BioGen Corp 57,Risk profile: High,811,Investor L11,"165 Financial Way, Tower 1",10574,2025-05-26,5899.36
18,Nordic Capital Group 18,2019-04-07,316,TechLogix Corp 16,Risk profile: High,876,Investor Y76,"392 Financial Way, Tower 1",10575,2025-06-09,36025.3
28,Global Investments Group 28,2001-07-07,399,HeavyIndustries Corp 99,Risk profile: Medium,843,Investor R43,"231 Financial Way, Tower 2",10576,2025-11-30,14004.83
60,Global Investments Group 60,2003-02-01,363,RetailFlow Corp 63,Risk profile: Medium,864,Investor M64,"892 Financial Way, Tower 2",10577,2025-12-14,47716.3
86,Wall Street Assets Group 86,1998-09-15,336,BioGen Corp 36,Risk profile: High,816,Investor Q16,"710 Financial Way, Tower 1",10578,2025-04-16,8291.3
68,Nordic Capital Group 68,1991-08-04,321,RetailFlow Corp 21,Risk profile: High,890,Investor M90,"281 Financial Way, Tower 3",10579,2025-11-24,28043.31
46,Wall Street Assets Group 46,2011-06-11,324,BioGen Corp 24,Risk profile: Low,830,Investor E30,"505 Financial Way, Tower 1",10580,2025-09-30,36413.52
49,Prime Brokers Group 49,2003-10-05,387,BioGen Corp 87,Risk profile: Medium,805,Investor F5,"908 Financial Way, Tower 3",10581,2025-05-08,39939.01
15,Global Investments Group 15,2021-06-23,389,SoftSystems Corp 89,Risk profile: High,829,Investor D29,"64 Financial Way, Tower 2",10582,2025-05-23,33625.86
97,Apex Securities Group 97,2013-01-25,347,GreenEnergy Corp 47,Risk profile: High,875,Investor X75,"790 Financial Way, Tower 5",10583,2025-01-24,28727.04
28,Global Investments Group 28,2001-07-07,309,TechLogix Corp 9,Risk profile: Low,840,Investor O40,"838 Financial Way, Tower 1",10584,2025-10-30,44848.25
65,Prime Brokers Group 65,2001-12-16,346,RetailFlow Corp 46,Risk profile: Low,802,Investor C2,"242 Financial Way, Tower 2",10585,2025-12-15,6989.21
93,Nordic Capital Group 93,2007-11-07,390,TechLogix Corp 90,Risk profile: High,887,Investor J87,"772 Financial Way, Tower 3",10586,2025-05-14,18790.1
33,Wall Street Assets Group 33,2022-06-10,319,TechLogix Corp 19,Risk profile: High,860,Investor I60,"833 Financial Way, Tower 4",10587,2025-11-11,28886.32
83,Prime Brokers Group 83,1994-07-24,361,RetailFlow Corp 61,Risk profile: Low,815,Investor P15,"601 Financial Way, Tower 4",10588,2025-10-02,31296.01
62,Apex Securities Group 62,2002-09-27,362,BioGen Corp 62,Risk profile: Medium,805,Investor F5,"908 Financial Way, Tower 3",10589,2025-06-15,20487.01
73,Apex Securities Group 73,2006-05-24,350,TechLogix Corp 50,Risk profile: High,814,Investor O14,"372 Financial Way, Tower 2",10590,2025-11-28,29332.46
44,Wall Street Assets Group 44,2003-05-31,341,HeavyIndustries Corp 41,Risk profile: Medium,806,Investor G6,"798 Financial Way, Tower 1",10591,2025-12-16,44583.65
87,Wall Street Assets Group 87,2021-11-29,327,BioGen Corp 27,Risk profile: High,844,Investor S44,"760 Financial Way, Tower 4",10592,2025-05-28,25774.22
75,Global Investments Group 75,2021-05-06,354,TechLogix Corp 54,Risk profile: High,818,Investor S18,"28 Financial Way, Tower 5",10593,2025-06-28,27443.9
46,Wall Street Assets Group 46,2011-06-11,324,BioGen Corp 24,Risk profile: Low,814,Investor O14,"372 Financial Way, Tower 2",10594,2025-09-27,17715.63
4,Wall Street Assets Group 4,2015-05-01,314,HeavyIndustries Corp 14,Risk profile: Medium,851,Investor Z51,"521 Financial Way, Tower 2",10595,2025-06-23,37448.82
48,Prime Brokers Group 48,2020-02-03,331,RetailFlow Corp 31,Risk profile: Medium,834,Investor I34,"270 Financial Way, Tower 5",10596,2025-02-08,29674.0
71,Global Investments Group 71,1996-10-09,342,RetailFlow Corp 42,Risk profile: High,897,Investor T97,"647 Financial Way, Tower 5",10597,2025-04-04,1708.8
13,Global Investments Group 13,1999-06-17,349,SoftSystems Corp 49,Risk profile: High,827,Investor B27,"316 Financial Way, Tower 3",10598,2025-06-09,46157.07
73,Apex Securities Group 73,2006-05-24,350,TechLogix Corp 50,Risk profile: High,837,Investor L37,"696 Financial Way, Tower 5",10599,2025-11-15,48935.15
87,Wall Street Assets Group 87,2021-11-29,343,BioGen Corp 43,Risk profile: Medium,859,Investor H59,"337 Financial Way, Tower 2",10600,2025-04-09,43125.22
26,Prime Brokers Group 26,2013-08-06,304,BioGen Corp 4,Risk profile: Medium,900,Investor W100,"386 Financial Way, Tower 1",10601,2025-11-19,49609.27
11,Prime Brokers Group 11,2011-08-27,326,HeavyIndustries Corp 26,Risk profile: High,850,Investor Y50,"791 Financial Way, Tower 5",10602,2025-07-12,13673.51
87,Wall Street Assets Group 87,2021-11-29,371,GreenEnergy Corp 71,Risk profile: High,833,Investor H33,"949 Financial Way, Tower 4",10603,2025-12-12,11085.51
12,Prime Brokers Group 12,1998-04-07,318,GreenEnergy Corp 18,Risk profile: Low,841,Investor P41,"24 Financial Way, Tower 3",10604,2025-06-24,23953.93
29,Prime Brokers Group 29,2018-01-22,396,TechLogix Corp 96,Risk profile: Medium,852,Investor A52,"525 Financial Way, Tower 1",10605,2025-12-12,30328.17
29,Prime Brokers Group 29,2018-01-22,396,TechLogix Corp 96,Risk profile: Medium,896,Investor S96,"613 Financial Way, Tower 1",10606,2025-06-24,10103.77
65,Prime Brokers Group 65,2001-12-16,397,GreenEnergy Corp 97,Risk profile: High,880,Investor C80,"257 Financial Way, Tower 2",10607,2025-09-17,26690.42
2,Prime Brokers Group 2,2013-04-06,379,SoftSystems Corp 79,Risk profile: Medium,893,Investor P93,"686 Financial Way, Tower 1",10608,2025-08-21,12627.94
92,Prime Brokers Group 92,1992-04-24,311,BioGen Corp 11,Risk profile: Low,830,Investor E30,"505 Financial Way, Tower 1",10609,2025-01-25,38251.21
71,Global Investments Group 71,1996-10-09,342,RetailFlow Corp 42,Risk profile: High,831,Investor F31,"372 Financial Way, Tower 2",10610,2025-09-04,24769.91
86,Wall Street Assets Group 86,1998-09-15,336,BioGen Corp 36,Risk profile: High,873,Investor V73,"59 Financial Way, Tower 3",10611,2025-12-21,26465.65
33,Wall Street Assets Group 33,2022-06-10,386,TechLogix Corp 86,Risk profile: High,864,Investor M64,"892 Financial Way, Tower 2",10612,2025-07-31,24674.3
33,Wall Street Assets Group 33,2022-06-10,386,TechLogix Corp 86,Risk profile: High,885,Investor H85,"847 Financial Way, Tower 2",10613,2025-10-10,47132.17
87,Wall Street Assets Group 87,2021-11-29,371,GreenEnergy Corp 71,Risk profile: High,869,Investor R69,"718 Financial Way, Tower 2",10614,2025-09-05,4013.14
28,Global Investments Group 28,2001-07-07,399,HeavyIndustries Corp 99,Risk profile: Medium,803,Investor D3,"148 Financial Way, Tower 4",10615,2025-09-29,39088.68
41,Wall Street Assets Group 41,1999-01-03,329,HeavyIndustries Corp 29,Risk profile: High,842,Investor Q42,"226 Financial Way, Tower 3",10616,2025-10-20,30185.42
46,Wall Street Assets Group 46,2011-06-11,310,GreenEnergy Corp 10,Risk profile: Medium,831,Investor F31,"372 Financial Way, Tower 2",10617,2025-06-01,1732.67
12,Prime Brokers Group 12,1998-04-07,318,GreenEnergy Corp 18,Risk profile: Low,888,Investor K88,"497 Financial Way, Tower 1",10618,2025-04-07,20987.02
64,Prime Brokers Group 64,2012-01-07,340,BioGen Corp 40,Risk profile: High,868,Investor Q68,"871 Financial Way, Tower 1",10619,2025-06-12,15612.37
82,Wall Street Assets Group 82,2001-06-13,323,SoftSystems Corp 23,Risk profile: Medium,820,Investor U20,"934 Financial Way, Tower 4",10620,2025-07-23,45013.02
56,Nordic Capital Group 56,1992-07-12,335,BioGen Corp 35,Risk profile: High,897,Investor T97,"647 Financial Way, Tower 5",10621,2025-05-15,26537.17
3,Prime Brokers Group 3,1997-07-28,345,TechLogix Corp 45,Risk profile: Low,855,Investor D55,"647 Financial Way, Tower 4",10622,2025-06-06,10192.17
92,Prime Brokers Group 92,1992-04-24,311,BioGen Corp 11,Risk profile: Low,803,Investor D3,"148 Financial Way, Tower 4",10623,2025-05-13,27669.31
34,Prime Brokers Group 34,2010-08-31,313,RetailFlow Corp 13,Risk profile: Low,834,Investor I34,"270 Financial Way, Tower 5",10624,2025-12-29,41784.72
90,Global Investments Group 90,2015-10-15,364,RetailFlow Corp 64,Risk profile: Medium,875,Investor X75,"790 Financial Way, Tower 5",10625,2025-10-26,48984.76
97,Apex Securities Group 97,2013-01-25,347,GreenEnergy Corp 47,Risk profile: High,840,Investor O40,"838 Financial Way, Tower 1",10626,2025-09-11,20362.35
70,Apex Securities Group 70,2017-03-01,357,BioGen Corp 57,Risk profile: High,846,Investor U46,"615 Financial Way, Tower 1",10627,2025-06-27,1084.03
44,Wall Street Assets Group 44,2003-05-31,348,RetailFlow Corp 48,Risk profile: High,861,Investor J61,"701 Financial Way, Tower 3",10628,2025-02-14,27112.94
54,Wall Street Assets Group 54,2007-09-13,301,GreenEnergy Corp 1,Risk profile: High,889,Investor L89,"58 Financial Way, Tower 3",10629,2025-11-23,28272.82
70,Apex Securities Group 70,2017-03-01,357,BioGen Corp 57,Risk profile: High,878,Investor A78,"371 Financial Way, Tower 3",10630,2025-04-14,14253.43
24,Nordic Capital Group 24,1999-03-14,369,RetailFlow Corp 69,Risk profile: High,845,Investor T45,"737 Financial Way, Tower 3",10631,2025-02-15,40615.24
65,Prime Brokers Group 65,2001-12-16,337,TechLogix Corp 37,Risk profile: High,885,Investor H85,"847 Financial Way, Tower 2",10632,2025-02-08,25460.65
64,Prime Brokers Group 64,2012-01-07,340,BioGen Corp 40,Risk profile: High,857,Investor F57,"793 Financial Way, Tower 3",10633,2025-05-08,35268.53
12,Prime Brokers Group 12,1998-04-07,365,TechLogix Corp 65,Risk profile: High,843,Investor R43,"231 Financial Way, Tower 2",10634,2025-06-18,31460.68
93,Nordic Capital Group 93,2007-11-07,390,TechLogix Corp 90,Risk profile: High,878,Investor A78,"371 Financial Way, Tower 3",10635,2025-10-27,21883.54
65,Prime Brokers Group 65,2001-12-16,346,RetailFlow Corp 46,Risk profile: Low,846,Investor U46,"615 Financial Way, Tower 1",10636,2025-09-28,32628.25
40,Global Investments Group 40,2006-11-23,320,SoftSystems Corp 20,Risk profile: Medium,831,Investor F31,"372 Financial Way, Tower 2",10637,2025-02-09,41555.49
12,Prime Brokers Group 12,1998-04-07,318,GreenEnergy Corp 18,Risk profile: Low,838,Investor M38,"276 Financial Way, Tower 2",10638,2025-02-22,23996.83
99,Prime Brokers Group 99,1998-11-02,395,HeavyIndustries Corp 95,Risk profile: Low,878,Investor A78,"371 Financial Way, Tower 3",10639,2025-03-18,24551.19
11,Prime Brokers Group 11,2011-08-27,326,HeavyIndustries Corp 26,Risk profile: High,818,Investor S18,"28 Financial Way, Tower 5",10640,2025-02-09,7056.23
59,Nordic Capital Group 59,2003-06-19,360,BioGen Corp 60,Risk profile: Low,854,Investor C54,"594 Financial Way, Tower 5",10641,2025-12-15,30721.54
99,Prime Brokers Group 99,1998-11-02,395,HeavyIndustries Corp 95,Risk profile: Low,875,Investor X75,"790 Financial Way, Tower 5",10642,2025-01-20,39196.92
30,Prime Brokers Group 30,2003-05-29,380,HeavyIndustries Corp 80,Risk profile: Medium,851,Investor Z51,"521 Financial Way, Tower 2",10643,2025-06-28,32100.45
41,Wall Street Assets Group 41,1999-01-03,329,HeavyIndustries Corp 29,Risk profile: High,819,Investor T19,"238 Financial Way, Tower 3",10644,2025-08-09,26032.02
